username,waktu,teks_komentar,jumlah_likes,sumber_video,case_folding,komentar_final,bigrams
@michaelbenjamin8981,2 years ago,kalau mikir perbandingan kayak gitu mending beli sepeda .. aja ..,0,https://youtube.com/watch?v=HR4ELY1Xm3w,kalau mikir perbandingan kayak gitu mending beli sepeda .. aja ..,"['kalau', 'mikir', 'banding', 'kayak', 'gitu', 'mending', 'beli', 'sepeda']","[('kalau', 'mikir'), ('mikir', 'banding'), ('banding', 'kayak'), ('kayak', 'gitu'), ('gitu', 'mending'), ('mending', 'beli'), ('beli', 'sepeda')]"
@xborg7117,2 years ago,Di 100 tahun kedepan harga lcgc paling murah 1 miliar rupiah. 😂,0,https://youtube.com/watch?v=HR4ELY1Xm3w,di 100 tahun kedepan harga lcgc paling murah 1 miliar rupiah. 😂,"['tahun', 'depan', 'harga', 'lcgc', 'paling', 'murah', 'miliar', 'rupiah']","[('tahun', 'depan'), ('depan', 'harga'), ('harga', 'lcgc'), ('lcgc', 'paling'), ('paling', 'murah'), ('murah', 'miliar'), ('miliar', 'rupiah')]"
@fahmialkarim2806,2 years ago,Dulu gue ada 300 rupiah bisa beli indomie skrg sudah 3000,1,https://youtube.com/watch?v=HR4ELY1Xm3w,dulu gue ada 300 rupiah bisa beli indomie skrg sudah 3000,"['dulu', 'gue', 'rupiah', 'beli', 'indomie', 'sekarang']","[('dulu', 'gue'), ('gue', 'rupiah'), ('rupiah', 'beli'), ('beli', 'indomie'), ('indomie', 'sekarang')]"
@mas_okis666,2 years ago,selama pendapatan ikut nambah sih gak masalah,0,https://youtube.com/watch?v=HR4ELY1Xm3w,selama pendapatan ikut nambah sih gak masalah,"['lama', 'ikut', 'nambah', 'masalah']","[('lama', 'ikut'), ('ikut', 'nambah'), ('nambah', 'masalah')]"
@yonn_mee,2 years ago,Saya kira 300jt sudah murah hehe😅,0,https://youtube.com/watch?v=HR4ELY1Xm3w,saya kira 300jt sudah murah hehe😅,"['kira', 'murah', 'hehe']","[('kira', 'murah'), ('murah', 'hehe')]"
@ahmadismail6453,1 year ago (edited)," @KWB77  nope, perbandingan kenaikam umr dengan harga"" sekarang itu 1 banding 3",1,https://youtube.com/watch?v=HR4ELY1Xm3w," @kwb77  nope, perbandingan kenaikam umr dengan harga"" sekarang itu 1 banding 3","['nope', 'banding', 'kenaikam', 'umr', 'harga', 'sekarang', 'banding']","[('nope', 'banding'), ('banding', 'kenaikam'), ('kenaikam', 'umr'), ('umr', 'harga'), ('harga', 'sekarang'), ('sekarang', 'banding')]"
@KWB77,1 year ago (edited), @ahmadismail6453  bro my reply about 9 months ago 💀,0,https://youtube.com/watch?v=HR4ELY1Xm3w, @ahmadismail6453  bro my reply about 9 months ago 💀,"['bro', 'reply', 'about', 'months', 'ago']","[('bro', 'reply'), ('reply', 'about'), ('about', 'months'), ('months', 'ago')]"
@preddyreinrein5283,1 year ago,Y klo jaman skrng uang 300 disuruh buat beli camry kyk gtunya ogah lol wkwk,0,https://youtube.com/watch?v=HR4ELY1Xm3w,y klo jaman skrng uang 300 disuruh buat beli camry kyk gtunya ogah lol wkwk,"['kalau', 'jaman', 'skrng', 'uang', 'suruh', 'buat', 'beli', 'camry', 'kaya', 'gtunya', 'ogah', 'lol', 'wkwk']","[('kalau', 'jaman'), ('jaman', 'skrng'), ('skrng', 'uang'), ('uang', 'suruh'), ('suruh', 'buat'), ('buat', 'beli'), ('beli', 'camry'), ('camry', 'kaya'), ('kaya', 'gtunya'), ('gtunya', 'ogah'), ('ogah', 'lol'), ('lol', 'wkwk')]"
@KWB77,2 years ago (edited),Yaah kita tau Toyota males berinovasi dan harga mkin Overprice. Semoga dgn hadirnya wuling bisa bkin mereka buka mata,0,https://youtube.com/watch?v=HR4ELY1Xm3w,yaah kita tau toyota males berinovasi dan harga mkin overprice. semoga dgn hadirnya wuling bisa bkin mereka buka mata,"['yaah', 'tau', 'toyota', 'males', 'inovasi', 'harga', 'mkin', 'overprice', 'moga', 'dgn', 'hadir', 'wuling', 'bkin', 'buka', 'mata']","[('yaah', 'tau'), ('tau', 'toyota'), ('toyota', 'males'), ('males', 'inovasi'), ('inovasi', 'harga'), ('harga', 'mkin'), ('mkin', 'overprice'), ('overprice', 'moga'), ('moga', 'dgn'), ('dgn', 'hadir'), ('hadir', 'wuling'), ('wuling', 'bkin'), ('bkin', 'buka'), ('buka', 'mata')]"
@pasukanlangit2401,2 years ago,"Hah?? Feel nyetir plek ketiplek avanza? Vios yg ini? Gw sama2 punya vios ama avanza, rasanya ya beda jauh lah 😂 avanza kaya kaleng terbang, vios lebih kedap lebih empuk 😂",2,https://youtube.com/watch?v=HR4ELY1Xm3w,"hah?? feel nyetir plek ketiplek avanza? vios yg ini? gw sama2 punya vios ama avanza, rasanya ya beda jauh lah 😂 avanza kaya kaleng terbang, vios lebih kedap lebih empuk 😂","['hah', 'feel', 'nyetir', 'plek', 'ketiplek', 'avanza', 'vios', 'sama', 'punya', 'vios', 'ama', 'avanza', 'rasa', 'beda', 'jauh', 'lah', 'avanza', 'kaya', 'kaleng', 'terbang', 'vios', 'lebih', 'kedap', 'lebih', 'empuk']","[('hah', 'feel'), ('feel', 'nyetir'), ('nyetir', 'plek'), ('plek', 'ketiplek'), ('ketiplek', 'avanza'), ('avanza', 'vios'), ('vios', 'sama'), ('sama', 'punya'), ('punya', 'vios'), ('vios', 'ama'), ('ama', 'avanza'), ('avanza', 'rasa'), ('rasa', 'beda'), ('beda', 'jauh'), ('jauh', 'lah'), ('lah', 'avanza'), ('avanza', 'kaya'), ('kaya', 'kaleng'), ('kaleng', 'terbang'), ('terbang', 'vios'), ('vios', 'lebih'), ('lebih', 'kedap'), ('kedap', 'lebih'), ('lebih', 'empuk')]"
@chaniagoboyarfi6448,2 years ago,karena trend mobil kearah cross over dan suv.. napa nggak yaris cross yang dimasukkan ya,1,https://youtube.com/watch?v=HR4ELY1Xm3w,karena trend mobil kearah cross over dan suv.. napa nggak yaris cross yang dimasukkan ya,"['trend', 'mobil', 'arah', 'cross', 'over', 'suv', 'napa', 'yaris', 'cross', 'masuk']","[('trend', 'mobil'), ('mobil', 'arah'), ('arah', 'cross'), ('cross', 'over'), ('over', 'suv'), ('suv', 'napa'), ('napa', 'yaris'), ('yaris', 'cross'), ('cross', 'masuk')]"
@andrew7106,2 years ago (edited),"Udah illfeel karna gaya bicaranya yg suka bilang ""eh.. ehh.."" ditambah illfeel lagi sama kukunya yg panjang2 🤮🤮",1,https://youtube.com/watch?v=HR4ELY1Xm3w,"udah illfeel karna gaya bicaranya yg suka bilang ""eh.. ehh.."" ditambah illfeel lagi sama kukunya yg panjang2 🤮🤮","['udah', 'illfeel', 'karna', 'gaya', 'bicara', 'suka', 'bilang', 'ehh', 'tambah', 'illfeel', 'sama', 'kuku', 'panjang']","[('udah', 'illfeel'), ('illfeel', 'karna'), ('karna', 'gaya'), ('gaya', 'bicara'), ('bicara', 'suka'), ('suka', 'bilang'), ('bilang', 'ehh'), ('ehh', 'tambah'), ('tambah', 'illfeel'), ('illfeel', 'sama'), ('sama', 'kuku'), ('kuku', 'panjang')]"
@ereinaldy20,2 years ago,belakangnya bagus... depannya ga banget.. gua rasa akan lebih bagus klo posisi lampu depan di hilangkan.. lampunya pindah ke GARIS melintang yg nempel logo itu ( kayak mobil listrik ) pasti lebih bagus.  gua udah coba hapus posisi lampu depan pake photoshop dna bikin garis melintang itu lampu LED jadinya KEREN kayak mobil pininfarina,9,https://youtube.com/watch?v=HR4ELY1Xm3w,belakangnya bagus... depannya ga banget.. gua rasa akan lebih bagus klo posisi lampu depan di hilangkan.. lampunya pindah ke garis melintang yg nempel logo itu ( kayak mobil listrik ) pasti lebih bagus.  gua udah coba hapus posisi lampu depan pake photoshop dna bikin garis melintang itu lampu led jadinya keren kayak mobil pininfarina,"['belakang', 'bagus', 'depan', 'banget', 'gua', 'rasa', 'lebih', 'bagus', 'kalau', 'posisi', 'lampu', 'depan', 'hilang', 'lampu', 'pindah', 'garis', 'lintang', 'nempel', 'logo', 'kayak', 'mobil', 'listrik', 'lebih', 'bagus', 'gua', 'udah', 'coba', 'hapus', 'posisi', 'lampu', 'depan', 'pake', 'photoshop', 'dna', 'bikin', 'garis', 'lintang', 'lampu', 'led', 'jadi', 'keren', 'kayak', 'mobil', 'pininfarina']","[('belakang', 'bagus'), ('bagus', 'depan'), ('depan', 'banget'), ('banget', 'gua'), ('gua', 'rasa'), ('rasa', 'lebih'), ('lebih', 'bagus'), ('bagus', 'kalau'), ('kalau', 'posisi'), ('posisi', 'lampu'), ('lampu', 'depan'), ('depan', 'hilang'), ('hilang', 'lampu'), ('lampu', 'pindah'), ('pindah', 'garis'), ('garis', 'lintang'), ('lintang', 'nempel'), ('nempel', 'logo'), ('logo', 'kayak'), ('kayak', 'mobil'), ('mobil', 'listrik'), ('listrik', 'lebih'), ('lebih', 'bagus'), ('bagus', 'gua'), ('gua', 'udah'), ('udah', 'coba'), ('coba', 'hapus'), ('hapus', 'posisi'), ('posisi', 'lampu'), ('lampu', 'depan'), ('depan', 'pake'), ('pake', 'photoshop'), ('photoshop', 'dna'), ('dna', 'bikin'), ('bikin', 'garis'), ('garis', 'lintang'), ('lintang', 'lampu'), ('lampu', 'led'), ('led', 'jadi'), ('jadi', 'keren'), ('keren', 'kayak'), ('kayak', 'mobil'), ('mobil', 'pininfarina')]"
@harimoroagung226,2 years ago,civic mini,1,https://youtube.com/watch?v=HR4ELY1Xm3w,civic mini,"['civic', 'mini']","[('civic', 'mini')]"
@revanstevano6312,2 years ago,Gen 3/4 versi vios yang paling sangar 😄,5,https://youtube.com/watch?v=HR4ELY1Xm3w,gen 3/4 versi vios yang paling sangar 😄,"['gen', 'versi', 'vios', 'paling', 'sangar']","[('gen', 'versi'), ('versi', 'vios'), ('vios', 'paling'), ('paling', 'sangar')]"
@agungraga1771,2 years ago,pantesan dulu ada embel embel TRD (toyota rakitan daihatsu),16,https://youtube.com/watch?v=HR4ELY1Xm3w,pantesan dulu ada embel embel trd (toyota rakitan daihatsu),"['pantesan', 'dulu', 'embel', 'embel', 'trd', 'toyota', 'rakit', 'daihatsu']","[('pantesan', 'dulu'), ('dulu', 'embel'), ('embel', 'embel'), ('embel', 'trd'), ('trd', 'toyota'), ('toyota', 'rakit'), ('rakit', 'daihatsu')]"
@paksipm,2 years ago,Ada line keeping assist???,1,https://youtube.com/watch?v=HR4ELY1Xm3w,ada line keeping assist???,"['line', 'keeping', 'assist']","[('line', 'keeping'), ('keeping', 'assist')]"
@dennyindrasetiawan7524,2 years ago,Mobil Vios nya mirip MG ya,2,https://youtube.com/watch?v=HR4ELY1Xm3w,mobil vios nya mirip mg ya,"['mobil', 'vios', 'mirip']","[('mobil', 'vios'), ('vios', 'mirip')]"
@ramoskiky8325,2 years ago,Klo om Fitra yg review pasti lebih menarik. ☕️,4,https://youtube.com/watch?v=HR4ELY1Xm3w,klo om fitra yg review pasti lebih menarik. ☕️,"['kalau', 'fitra', 'review', 'lebih', 'tarik']","[('kalau', 'fitra'), ('fitra', 'review'), ('review', 'lebih'), ('lebih', 'tarik')]"
@danielperdanaam3,2 years ago,"jadi keren vios sekarang ya, model desainnya lebih ke eropa dan mirip bgt sama Lexus",29,https://youtube.com/watch?v=HR4ELY1Xm3w,"jadi keren vios sekarang ya, model desainnya lebih ke eropa dan mirip bgt sama lexus","['jadi', 'keren', 'vios', 'sekarang', 'model', 'desain', 'lebih', 'eropa', 'mirip', 'banget', 'sama', 'lexus']","[('jadi', 'keren'), ('keren', 'vios'), ('vios', 'sekarang'), ('sekarang', 'model'), ('model', 'desain'), ('desain', 'lebih'), ('lebih', 'eropa'), ('eropa', 'mirip'), ('mirip', 'banget'), ('banget', 'sama'), ('sama', 'lexus')]"
@manusiagendut9745,2 years ago,"sangat disayangkan semua mobil generasi terbaru sudah tidak ada temperature nya lagi, dan hanya mengandalkan sensor menyala merah bila sudah terlanjur overheat.

sungguh inovasi yg salah kaprah.
bagaimanapun juga memiliki temperature dengan jarum sangatlah penting, karena kita bisa waspada sebelum overheat bila jarum naik lebih dr biasanya.

inovasi masa kini yg bikin kecewa!",18,https://youtube.com/watch?v=HR4ELY1Xm3w,"sangat disayangkan semua mobil generasi terbaru sudah tidak ada temperature nya lagi, dan hanya mengandalkan sensor menyala merah bila sudah terlanjur overheat.

sungguh inovasi yg salah kaprah.
bagaimanapun juga memiliki temperature dengan jarum sangatlah penting, karena kita bisa waspada sebelum overheat bila jarum naik lebih dr biasanya.

inovasi masa kini yg bikin kecewa!","['sangat', 'sayang', 'semua', 'mobil', 'generasi', 'baru', 'tidak', 'temperature', 'andal', 'sensor', 'nyala', 'merah', 'bila', 'lanjur', 'overheat', 'sungguh', 'inovasi', 'salah', 'kaprah', 'bagaimana', 'milik', 'temperature', 'jarum', 'sangat', 'penting', 'waspada', 'overheat', 'bila', 'jarum', 'naik', 'lebih', 'biasa', 'inovasi', 'masa', 'kini', 'bikin', 'kecewa']","[('sangat', 'sayang'), ('sayang', 'semua'), ('semua', 'mobil'), ('mobil', 'generasi'), ('generasi', 'baru'), ('baru', 'tidak'), ('tidak', 'temperature'), ('temperature', 'andal'), ('andal', 'sensor'), ('sensor', 'nyala'), ('nyala', 'merah'), ('merah', 'bila'), ('bila', 'lanjur'), ('lanjur', 'overheat'), ('overheat', 'sungguh'), ('sungguh', 'inovasi'), ('inovasi', 'salah'), ('salah', 'kaprah'), ('kaprah', 'bagaimana'), ('bagaimana', 'milik'), ('milik', 'temperature'), ('temperature', 'jarum'), ('jarum', 'sangat'), ('sangat', 'penting'), ('penting', 'waspada'), ('waspada', 'overheat'), ('overheat', 'bila'), ('bila', 'jarum'), ('jarum', 'naik'), ('naik', 'lebih'), ('lebih', 'biasa'), ('biasa', 'inovasi'), ('inovasi', 'masa'), ('masa', 'kini'), ('kini', 'bikin'), ('bikin', 'kecewa')]"
@nickofabriano,2 years ago,Potong kuku,0,https://youtube.com/watch?v=HR4ELY1Xm3w,potong kuku,"['potong', 'kuku']","[('potong', 'kuku')]"
@muhammadharits2593,2 years ago,Blm tss 3.0 ya?,1,https://youtube.com/watch?v=HR4ELY1Xm3w,blm tss 3.0 ya?,"['blm', 'tss']","[('blm', 'tss')]"
@Rismanbejoselawase,2 years ago,Vios Heatback  lebih keren...,1,https://youtube.com/watch?v=HR4ELY1Xm3w,vios heatback  lebih keren...,"['vios', 'heatback', 'lebih', 'keren']","[('vios', 'heatback'), ('heatback', 'lebih'), ('lebih', 'keren')]"
@daanishtranggana3787,2 years ago,Vios!!,3,https://youtube.com/watch?v=HR4ELY1Xm3w,vios!!,['vios'],[]
@abrahamchandra2966,2 years ago,"Silahkan beli vios, imagenya udah gak mobil taksi lagi.. taksi skrng pake avanza..",6,https://youtube.com/watch?v=HR4ELY1Xm3w,"silahkan beli vios, imagenya udah gak mobil taksi lagi.. taksi skrng pake avanza..","['silah', 'beli', 'vios', 'imagenya', 'udah', 'mobil', 'taksi', 'taksi', 'skrng', 'pake', 'avanza']","[('silah', 'beli'), ('beli', 'vios'), ('vios', 'imagenya'), ('imagenya', 'udah'), ('udah', 'mobil'), ('mobil', 'taksi'), ('taksi', 'taksi'), ('taksi', 'skrng'), ('skrng', 'pake'), ('pake', 'avanza')]"
@anp6301,2 years ago,vios tiap generasi nya makin ganteng aja apa lagi yg ini jadi terlihat lebih mahal di banding kelas nya,17,https://youtube.com/watch?v=HR4ELY1Xm3w,vios tiap generasi nya makin ganteng aja apa lagi yg ini jadi terlihat lebih mahal di banding kelas nya,"['vios', 'tiap', 'generasi', 'makin', 'ganteng', 'apa', 'jadi', 'lihat', 'lebih', 'mahal', 'banding', 'kelas']","[('vios', 'tiap'), ('tiap', 'generasi'), ('generasi', 'makin'), ('makin', 'ganteng'), ('ganteng', 'apa'), ('apa', 'jadi'), ('jadi', 'lihat'), ('lihat', 'lebih'), ('lebih', 'mahal'), ('mahal', 'banding'), ('banding', 'kelas')]"
@dayanarung,2 years ago,Pas buat keliling dunia mobil ini karena irit,2,https://youtube.com/watch?v=HR4ELY1Xm3w,pas buat keliling dunia mobil ini karena irit,"['pas', 'buat', 'keliling', 'dunia', 'mobil', 'irit']","[('pas', 'buat'), ('buat', 'keliling'), ('keliling', 'dunia'), ('dunia', 'mobil'), ('mobil', 'irit')]"
@Lito1601,2 years ago,💯,0,https://youtube.com/watch?v=HR4ELY1Xm3w,💯,[],[]
@grillzbarber2594,2 years ago,"Bila nak masuk Malaysia🇲🇾,cantiknyaa ❤",4,https://youtube.com/watch?v=HR4ELY1Xm3w,"bila nak masuk malaysia🇲🇾,cantiknyaa ❤","['bila', 'nak', 'masuk', 'malaysia', 'cantiknyaa']","[('bila', 'nak'), ('nak', 'masuk'), ('masuk', 'malaysia'), ('malaysia', 'cantiknyaa')]"
@channelnyasidul1593,2 years ago,Buat gantiin Rush,0,https://youtube.com/watch?v=HR4ELY1Xm3w,buat gantiin rush,"['buat', 'gantiin', 'rush']","[('buat', 'gantiin'), ('gantiin', 'rush')]"
@rian132ful,2 years ago,Punggung kura kura nya emang mirip MG ya,1,https://youtube.com/watch?v=HR4ELY1Xm3w,punggung kura kura nya emang mirip mg ya,"['punggung', 'kura', 'kura', 'emang', 'mirip']","[('punggung', 'kura'), ('kura', 'kura'), ('kura', 'emang'), ('emang', 'mirip')]"
@zidaner.p2820,2 years ago,Bukannya lexus brand jepang ya?,5,https://youtube.com/watch?v=HR4ELY1Xm3w,bukannya lexus brand jepang ya?,"['bukan', 'lexus', 'brand', 'jepang']","[('bukan', 'lexus'), ('lexus', 'brand'), ('brand', 'jepang')]"
@nDry.Julian,2 years ago, @zidaner.p2820  dia ga bilang Lexus bikinan Eropa sih...,6,https://youtube.com/watch?v=HR4ELY1Xm3w, @zidaner.p2820  dia ga bilang lexus bikinan eropa sih...,"['bilang', 'lexus', 'bikin', 'eropa']","[('bilang', 'lexus'), ('lexus', 'bikin'), ('bikin', 'eropa')]"
@Roni-ph6ow,2 years ago,serius broooo?????,0,https://youtube.com/watch?v=HR4ELY1Xm3w,serius broooo?????,"['serius', 'broooo']","[('serius', 'broooo')]"
@emo137,2 years ago,"kn itu masalah teknis doang,misal jika temperatur melebihi setengah katakanlah 100 C maka itu udh overheat dan mobil harus dimatikan,ya disensor yg make lampu jg gtu kok,kl udh ngebaca suhu diatas normal dia nyala,sama aja kok cuma dibikin lebih modern dan trlihat minimalis aja di speedometernya",0,https://youtube.com/watch?v=HR4ELY1Xm3w,"kn itu masalah teknis doang,misal jika temperatur melebihi setengah katakanlah 100 c maka itu udh overheat dan mobil harus dimatikan,ya disensor yg make lampu jg gtu kok,kl udh ngebaca suhu diatas normal dia nyala,sama aja kok cuma dibikin lebih modern dan trlihat minimalis aja di speedometernya","['masalah', 'teknis', 'doang', 'misal', 'temperatur', 'lebih', 'tengah', 'kata', 'udh', 'overheat', 'mobil', 'mati', 'sensor', 'make', 'lampu', 'gtu', 'udh', 'ngebaca', 'suhu', 'atas', 'normal', 'nyala', 'sama', 'cuma', 'bikin', 'lebih', 'modern', 'trlihat', 'minimal', 'speedometernya']","[('masalah', 'teknis'), ('teknis', 'doang'), ('doang', 'misal'), ('misal', 'temperatur'), ('temperatur', 'lebih'), ('lebih', 'tengah'), ('tengah', 'kata'), ('kata', 'udh'), ('udh', 'overheat'), ('overheat', 'mobil'), ('mobil', 'mati'), ('mati', 'sensor'), ('sensor', 'make'), ('make', 'lampu'), ('lampu', 'gtu'), ('gtu', 'udh'), ('udh', 'ngebaca'), ('ngebaca', 'suhu'), ('suhu', 'atas'), ('atas', 'normal'), ('normal', 'nyala'), ('nyala', 'sama'), ('sama', 'cuma'), ('cuma', 'bikin'), ('bikin', 'lebih'), ('lebih', 'modern'), ('modern', 'trlihat'), ('trlihat', 'minimal'), ('minimal', 'speedometernya')]"
@channelnyasidul1593,2 years ago,Nyala tetap ada toleransinya,0,https://youtube.com/watch?v=HR4ELY1Xm3w,nyala tetap ada toleransinya,"['nyala', 'tetap', 'toleransi']","[('nyala', 'tetap'), ('tetap', 'toleransi')]"
@Yang_Mulia,10 months ago,"mungkin krna udah pke ecu jadi di anggap cukup ""smart"" jadi gk butuh jarum manual lagi",0,https://youtube.com/watch?v=HR4ELY1Xm3w,"mungkin krna udah pke ecu jadi di anggap cukup ""smart"" jadi gk butuh jarum manual lagi","['mungkin', 'krna', 'udah', 'pke', 'ecu', 'jadi', 'anggap', 'cukup', 'smart', 'jadi', 'butuh', 'jarum', 'manual']","[('mungkin', 'krna'), ('krna', 'udah'), ('udah', 'pke'), ('pke', 'ecu'), ('ecu', 'jadi'), ('jadi', 'anggap'), ('anggap', 'cukup'), ('cukup', 'smart'), ('smart', 'jadi'), ('jadi', 'butuh'), ('butuh', 'jarum'), ('jarum', 'manual')]"
@Rismanbejoselawase,2 years ago,Kalo ada,0,https://youtube.com/watch?v=HR4ELY1Xm3w,kalo ada,['kalau'],[]
@dayanarung,2 years ago,Inilah daihatsu classy yang sebenarnya,0,https://youtube.com/watch?v=HR4ELY1Xm3w,inilah daihatsu classy yang sebenarnya,"['daihatsu', 'classy', 'benar']","[('daihatsu', 'classy'), ('classy', 'benar')]"
@Carefreeblues,2 years ago,Emang lebih mahal juga brai haha.,0,https://youtube.com/watch?v=HR4ELY1Xm3w,emang lebih mahal juga brai haha.,"['emang', 'lebih', 'mahal', 'brai', 'haha']","[('emang', 'lebih'), ('lebih', 'mahal'), ('mahal', 'brai'), ('brai', 'haha')]"
@larasyulianti3505,2 years ago,"Masih tetap agak gimana gitu
Kalau dia yang review 😢",5,https://youtube.com/watch?v=HR4ELY1Xm3w,"masih tetap agak gimana gitu
kalau dia yang review 😢","['tetap', 'gimana', 'gitu', 'kalau', 'review']","[('tetap', 'gimana'), ('gimana', 'gitu'), ('gitu', 'kalau'), ('kalau', 'review')]"
@rc_frames,2 years ago,All New City Sedan belum pernah dibuat full reviewnya 😢,2,https://youtube.com/watch?v=HR4ELY1Xm3w,all new city sedan belum pernah dibuat full reviewnya 😢,"['all', 'baru', 'city', 'sedan', 'pernah', 'buat', 'full', 'reviewnya']","[('all', 'baru'), ('baru', 'city'), ('city', 'sedan'), ('sedan', 'pernah'), ('pernah', 'buat'), ('buat', 'full'), ('full', 'reviewnya')]"
@Indobus_Official,2 years ago,Velg nya mirip kyk avanza G,1,https://youtube.com/watch?v=HR4ELY1Xm3w,velg nya mirip kyk avanza g,"['velg', 'mirip', 'kaya', 'avanza']","[('velg', 'mirip'), ('mirip', 'kaya'), ('kaya', 'avanza')]"
@MoodAndVibes01,2 years ago,Warna itemnya pasti cakep,1,https://youtube.com/watch?v=HR4ELY1Xm3w,warna itemnya pasti cakep,"['warna', 'item', 'cakep']","[('warna', 'item'), ('item', 'cakep')]"
@rimbat2344,2 years ago,Mgkn mode berkendara yg bisa diaktifkan bersamaan bisa ditindaklanjuti segera soalnya bisa bikin confuse jg apa akan ada kendala pada sistem ECU dll..,5,https://youtube.com/watch?v=HR4ELY1Xm3w,mgkn mode berkendara yg bisa diaktifkan bersamaan bisa ditindaklanjuti segera soalnya bisa bikin confuse jg apa akan ada kendala pada sistem ecu dll..,"['mgkn', 'mode', 'kendara', 'aktif', 'sama', 'ditindaklanjuti', 'segera', 'soal', 'bikin', 'confuse', 'apa', 'kendala', 'sistem', 'ecu']","[('mgkn', 'mode'), ('mode', 'kendara'), ('kendara', 'aktif'), ('aktif', 'sama'), ('sama', 'ditindaklanjuti'), ('ditindaklanjuti', 'segera'), ('segera', 'soal'), ('soal', 'bikin'), ('bikin', 'confuse'), ('confuse', 'apa'), ('apa', 'kendala'), ('kendala', 'sistem'), ('sistem', 'ecu')]"
@Agus-xl5xb,2 years ago,Mesin ini sama kayak dipakai mesinnya si toyota veloz dan toyota rush 3:28?.,1,https://youtube.com/watch?v=HR4ELY1Xm3w,mesin ini sama kayak dipakai mesinnya si toyota veloz dan toyota rush 3:28?.,"['mesin', 'sama', 'kayak', 'pakai', 'mesin', 'toyota', 'veloz', 'toyota', 'rush']","[('mesin', 'sama'), ('sama', 'kayak'), ('kayak', 'pakai'), ('pakai', 'mesin'), ('mesin', 'toyota'), ('toyota', 'veloz'), ('veloz', 'toyota'), ('toyota', 'rush')]"
@sabdaalamteduhnusa1647,2 years ago,Nunggu video komparasi lawan city sedan & mazda 2 sedan,3,https://youtube.com/watch?v=HR4ELY1Xm3w,nunggu video komparasi lawan city sedan & mazda 2 sedan,"['nunggu', 'video', 'komparasi', 'lawan', 'city', 'sedan', 'mazda', 'sedan']","[('nunggu', 'video'), ('video', 'komparasi'), ('komparasi', 'lawan'), ('lawan', 'city'), ('city', 'sedan'), ('sedan', 'mazda'), ('mazda', 'sedan')]"
