username,waktu,teks_komentar,jumlah_likes,sumber_video
@Yogo125,2 years ago,Nanti kapan² bikin review city sedan,0,https://youtube.com/watch?v=YdTPa-zESgM
@mikrojihad,2 years ago,Yaris mesti design nya sama kaya gini minus bagasi belakang aja gak ada 😅,0,https://youtube.com/watch?v=YdTPa-zESgM
@RIZFERD,2 years ago (edited),"judulnya menyesatkan, 👌

yang jelek-jelekin taksi, emangnya taksi kenapa? otak dipakai ya, kalau mobil jelek mana mau penumpang naik, semua taksi diseluruh dunia mobil kualitas bagus semua, mulai dari Mercedes-Benz, BMW, VW Passat, Toyota Avensis, Toyota Avalon, Toyota Crown, Nissan Sunny, Nissan Cedric, Hyundai Sonata, Hyundai H1, dll


otak marketing team Carmudi memang di dengkul, demi dapat penonton bikin judul bodoh sebodoh otaknya, Toyota itu lebih besar dari media kacang seperti kalian.

#Vios2022 #ToyotaVios2022",0,https://youtube.com/watch?v=YdTPa-zESgM
@Iskha_MY,2 years ago,"MANTAP, Lawa",0,https://youtube.com/watch?v=YdTPa-zESgM
@doinic98,2 years ago,Civic versi toyota hahahha,0,https://youtube.com/watch?v=YdTPa-zESgM
@ferryferri4429,2 years ago,Bumper belakang 🤦,0,https://youtube.com/watch?v=YdTPa-zESgM
@blackcapucino768,2 years ago,"Kesan murah utk brand jepang sdh melekat dikalangan konsumen yg sdh melek teknologi. Dan brand jepang modelnya gitu"" aja gk ada update eksterior yg antimainstream 😁",0,https://youtube.com/watch?v=YdTPa-zESgM
@gededonat,2 years ago,Harga melambung tinggi,0,https://youtube.com/watch?v=YdTPa-zESgM
@bagusdananjoyo4541,2 years ago,Jd taksi lagi ga?,0,https://youtube.com/watch?v=YdTPa-zESgM
@mechtechstudio3888,2 years ago,Its a downgrade from the Thailand Version,0,https://youtube.com/watch?v=YdTPa-zESgM
@massarr3929,2 years ago,"Hyundai/wuling said : Nah loh, udh keliata grafiknya kan ?",0,https://youtube.com/watch?v=YdTPa-zESgM
@ArthurMorgan,2 years ago,Pajaknya kisaran brp ya,0,https://youtube.com/watch?v=YdTPa-zESgM
@yubzars4548,2 years ago,Cakep bngt Vios yg skg ...,0,https://youtube.com/watch?v=YdTPa-zESgM
@christoforusdeochrissaruml494,2 years ago,"Wih mantap toyota, vios makin keren",0,https://youtube.com/watch?v=YdTPa-zESgM
@denn8559,2 years ago,"ga lah ini terlalu keren, sekarang taksi pake avanza",0,https://youtube.com/watch?v=YdTPa-zESgM
@ScenticaI,2 years ago,"Sorry to say tapi emang mobil yang berubah jadi taksi itu ya bukan mobil yang bagus, rata"" mah murah dan kualitas seadanya, mobil"" yang lu sebutin di atas aja sering dihujat kok di eropa dan US sebagai ""cheap rental car"" atau ""crappy uber trasnportation"", hampir gak ada tuh yang bilang taxi bagus di negara manapun, paling yang dipuji cuma harganya yang murah sama reliability nya aja",0,https://youtube.com/watch?v=YdTPa-zESgM
@RIZFERD,2 years ago," @ScenticaI  terserahlah pengalaman saya hidup keliling dunia sejak kecil sendirian termasuk Belanda dan sekitarnya  tahun 2002-2010 semua mobil taxi itu ya yang berkualitas di Eropa saja semua taxi termasuk mobil mewah di Indonesia seperti Toyota Avalon, Mercedes Benz C dan E juga S, VW Passat, dsb ga ada mobil kaleng-kaleng",0,https://youtube.com/watch?v=YdTPa-zESgM
@ScenticaI,2 years ago," @RIZFERD  ya buat standar kita mobil"" di eropa mah bagus semua, tapi bagi mereka? ya mercy c class, toyota avalon, dll itu mobil biasa, lagian kan itu di eropa, di indo emang mobil"" di atas jadi taksi? sebagian aja gak masuk sini, lagian carmudi aja ""meremehkan"" taksi di indonesia yang rata"" emang jelek",0,https://youtube.com/watch?v=YdTPa-zESgM
@abrahamchandra2966,2 years ago,"Ya harus begini dibuatnya vios.. klo masih cum facelift2 aja, mindsetnya masih mobil taksi..",0,https://youtube.com/watch?v=YdTPa-zESgM
@tyorivera6220,2 years ago,"waahhh, vios baru!! pas banget lagi cari vios 1 minggu ini.. Bismillah, bisa yookkk",3,https://youtube.com/watch?v=YdTPa-zESgM
@vsfishingchannel3689,2 years ago,Masih kurang oke..gak tau kalau liat aslinya..,0,https://youtube.com/watch?v=YdTPa-zESgM
@Samuel-zw5qj,2 years ago,Warna biru muda ada?,0,https://youtube.com/watch?v=YdTPa-zESgM
@bfauzi96,2 years ago (edited),"Analisa pribadi
Karena munculnya avanza dan veloz lebih dahulu daripada vios ini, menurut saya ada beberapa kemiripan desain dan fitur
1. Gril radiator super besar di depan= mirip avanza
2. Garis super panjang yang ditarik dari lampu depan hingga lampu belakang melewati handle pintu= mirip avanza dan veloz
3. Setir = mirip avanza dan veloz
4. Fitur tss= mirip veloz tss
5. Transmisi= mirip avanza dan veloz
6. Rem parkir elektrik= mirip veloz
7. 2 usb port baris ke 2= mirip avanza dan veloz
8. Mesin= mirip avanza dan veloz
9. Platform TNGA = mirip avanza dan veloz
10. Varian = mirip avanza
11. Panel ac = mirip veloz (ada penambahan arah semburan ke kaki)
12. Cuff holder kiri depan = mirip avanza",0,https://youtube.com/watch?v=YdTPa-zESgM
@kartinosurodipo4520,2 years ago (edited),"Vios rasa Veloz 🤣🤣
Lekuk body dan internal, lampu, grill  garis body tastenya Veloz. Apalagi dalamnya, bentuk stir dan dashboard velloz banget juga joknya. Hanya belakang mirip civic",0,https://youtube.com/watch?v=YdTPa-zESgM
@masguruthoriq1647,2 years ago,Wau mantep... lampu belakang kayak BMW.,0,https://youtube.com/watch?v=YdTPa-zESgM
@rogerbaretha7233,2 years ago,Mirip pendeta psikopat nih yg viral bunuh  rekannya wkkwwkkw,0,https://youtube.com/watch?v=YdTPa-zESgM
@akbaralanshori,2 years ago,"Depan Camry, samping & belakang BMW, interior Mazda, velgnya BMW banget. Cmiiw",0,https://youtube.com/watch?v=YdTPa-zESgM
@YOGAPRATAMA-pj5yw,2 years ago (edited),persis New Corolla Altis & New Toyota Camry,1,https://youtube.com/watch?v=YdTPa-zESgM
@Mulyadiyomuhi,2 years ago,Jadi makin mahal aja mobil mobil di Indonesia,0,https://youtube.com/watch?v=YdTPa-zESgM
@nurfadlan8865,2 years ago,Ya Allah semoga bisa punya😊😊,0,https://youtube.com/watch?v=YdTPa-zESgM
@suryowidiyanto,2 years ago,nice,0,https://youtube.com/watch?v=YdTPa-zESgM
@kingmaverick9662,2 years ago,Ada versi GR nya ga ya?,0,https://youtube.com/watch?v=YdTPa-zESgM
@Fahrozi.,2 years ago,Ayo bang di Versus in,0,https://youtube.com/watch?v=YdTPa-zESgM
@kakjiel2264,2 years ago,"Iyaà yaaa, vioss yaaa 😅",0,https://youtube.com/watch?v=YdTPa-zESgM
@NasehatRabbi,2 years ago,Ya Allah semoga bisa kesampaian beli😊,0,https://youtube.com/watch?v=YdTPa-zESgM
@tomyfransiscus9550,2 years ago,Keluar bagus banget.. begitu 1/2 tahun keluar dipake Taxi AMSIONG DAH😆😆😆,0,https://youtube.com/watch?v=YdTPa-zESgM
@dinoMalang,2 years ago,Adaptive Cruise control apa sudah low speed follow,0,https://youtube.com/watch?v=YdTPa-zESgM
@alyangeraldi8743,2 years ago,riview voxy terbaru dong bg,0,https://youtube.com/watch?v=YdTPa-zESgM
@Niki-pn1ns,2 years ago,Mas kalau mau beli vios baru mungkin bisa ke aku 🙏🏻,0,https://youtube.com/watch?v=YdTPa-zESgM
@yohanespradono5224,7 months ago,Dah beli vios belum bang?,0,https://youtube.com/watch?v=YdTPa-zESgM
@marcodesanta9558,2 years ago,Bacod,0,https://youtube.com/watch?v=YdTPa-zESgM
@dencesolihin9186,2 years ago,Cabe aja mahal  apalagi mobil.... wkwkwkwk,0,https://youtube.com/watch?v=YdTPa-zESgM
@muhammadrifab2922,2 years ago,pR baru buat bengkel blubert🤣,0,https://youtube.com/watch?v=YdTPa-zESgM
@yogaprastioaji9332,2 years ago,Pada akhirnya semua mobil jualan fitur dan lampu 🤣🤣🤣🤭,0,https://youtube.com/watch?v=YdTPa-zESgM
@alexandersamson3135,2 years ago,"Gan pas sekitar menit 15:27, koq mobilnya ganti jadi Daihatsu Rocky?😃",0,https://youtube.com/watch?v=YdTPa-zESgM
@martasihombing9720,2 years ago,Ini,0,https://youtube.com/watch?v=YdTPa-zESgM
@r.m.gchanel9355,2 years ago,Mengadopsi Vios Thailand,0,https://youtube.com/watch?v=YdTPa-zESgM
@fadhilal,2 years ago,Mulai melek nih,0,https://youtube.com/watch?v=YdTPa-zESgM
@BSIID22,2 years ago,Dari samping mirip civic terbaru,0,https://youtube.com/watch?v=YdTPa-zESgM
@muchlishsyaff,2 years ago,liat bagian depan jadi ingat Audi R8,0,https://youtube.com/watch?v=YdTPa-zESgM
@engh8970,2 years ago,City:hmmm..kok lu mirip gue sih,0,https://youtube.com/watch?v=YdTPa-zESgM
@anaklaut8384,2 years ago,Potongan nya Mirip Honda Accord yg Legendaris,0,https://youtube.com/watch?v=YdTPa-zESgM
@gunterprien8291,2 years ago,Garis bodynya mirip civic turbo,0,https://youtube.com/watch?v=YdTPa-zESgM
@ธวัฒน์ชัยบุญทัวม,2 months ago,This is 2001 Toyota,0,https://youtube.com/watch?v=lWlan_59zfI
@hometastebakery3037-i4f,3 months ago,Toyota Vios,0,https://youtube.com/watch?v=lWlan_59zfI
@allentv2510,6 months ago,"Honda city know what to say about Vios but I think he should have a good car driver 
He can’t beat Vios. That’s it. City is the good one 
Even performance is better Honda city. Not Vios.
So let’s start bye!",0,https://youtube.com/watch?v=lWlan_59zfI
@SoulLiveYT,8 months ago,May i know where tjis is filmed,0,https://youtube.com/watch?v=lWlan_59zfI
@curiouskanna,9 months ago,"This model dont have windshield defogger (air ventilation on top of dashboard?). Only have switch for defogger at rear windows only. If have for front window, please tell how to turn on plz",0,https://youtube.com/watch?v=lWlan_59zfI
@vacliveagent,9 months ago,вкусная машинка,0,https://youtube.com/watch?v=lWlan_59zfI
@siwanut1000,10 months ago,What is the body kit?,0,https://youtube.com/watch?v=lWlan_59zfI
@kkitchen4094,10 months ago,Wau. Steering boleh telescopic,0,https://youtube.com/watch?v=lWlan_59zfI
@aisyahrasdi5117,1 year ago,Saya. Ada. Vios. 2010,0,https://youtube.com/watch?v=lWlan_59zfI
@mimieshazlinda297,1 year ago,Review paling serabut ak pernah tgk ketuh ketah ketuh ketah😭,0,https://youtube.com/watch?v=lWlan_59zfI
@komatsusakura,1 year ago,didnt like the interior prefer yaris interior,1,https://youtube.com/watch?v=lWlan_59zfI
@jsephineselvamony426,1 year ago,TOYOTA VIOS IS UMW TOYOTA MOTOR,0,https://youtube.com/watch?v=lWlan_59zfI
@SuperchargedInline-Four,1 year ago,My cousin sold a Mirage for one of those.,2,https://youtube.com/watch?v=lWlan_59zfI
@SHERMAN_BEAR,1 year ago,boleh review color hitam?,0,https://youtube.com/watch?v=lWlan_59zfI
@Sasha_Hazel_Shno,1 year ago,What does that Made in Malaysia cars had an digital display gauge screen,0,https://youtube.com/watch?v=lWlan_59zfI
@JameroJames31,1 year ago,5:10,6,https://youtube.com/watch?v=lWlan_59zfI
@ClementIjau,2 years ago,Penerangan orang pekak oku,0,https://youtube.com/watch?v=lWlan_59zfI
@collin_mmarshall1655,2 years ago,Beautiful Perodua Vios!,0,https://youtube.com/watch?v=lWlan_59zfI
@mhkhing444,2 years ago,The front was definitely taken from a Corolla,1,https://youtube.com/watch?v=lWlan_59zfI
@王漫妮,2 years ago,3.33 ？？？？,0,https://youtube.com/watch?v=lWlan_59zfI
@Autophiles,1 year ago,Samez. Previous gen vios and yaris is better imho.,0,https://youtube.com/watch?v=lWlan_59zfI
@komatsusakura,1 year ago, @Autophiles  exactly . is getting worst by generation and now all outsource to Perodua.,0,https://youtube.com/watch?v=lWlan_59zfI
@Autophiles,1 year ago,I guess it is,0,https://youtube.com/watch?v=lWlan_59zfI
@lapizaini5218,8 months ago,how much he got for the mirage?,0,https://youtube.com/watch?v=lWlan_59zfI
@SuperchargedInline-Four,8 months ago,"@lapizaini5218  He sold his 2023 Mirage to a fishmonger for $13,800, and for reference; the car's MSRP was $16,657 brand new.",1,https://youtube.com/watch?v=lWlan_59zfI
@lapizaini5218,8 months ago, @SuperchargedInline-Four  what is car msrp?,0,https://youtube.com/watch?v=lWlan_59zfI
@Autophiles,1 year ago,... taboleh,0,https://youtube.com/watch?v=lWlan_59zfI
@jessp7119,2 years ago,Basically me when im in my mom’s car 😂,1,https://youtube.com/watch?v=lWlan_59zfI
@RadhaDevi-ph1qd,2 years ago,display speedometer dia macam alza baru lah,0,https://youtube.com/watch?v=lWlan_59zfI
@tonystark-yb7dl,2 years ago,Thats funny no Vanity Mirror for the Passenger but the Driver has it he has the time to make himself handsome while driving😳🤣,4,https://youtube.com/watch?v=lWlan_59zfI
@cetri777,2 years ago,@1:50 LOL you got me laughing for a second,10,https://youtube.com/watch?v=lWlan_59zfI
@mazizmarzuqi1720,2 years ago,Head room sempit di belakang.,1,https://youtube.com/watch?v=lWlan_59zfI
@ghanimdarsyad4625,2 years ago,97k for peredua feel lol. Damm it... marketing trick and lowered quality product,1,https://youtube.com/watch?v=lWlan_59zfI
@VincentLimEngSeng-kj5ev,2 years ago,myvi sedan.,0,https://youtube.com/watch?v=lWlan_59zfI
@nestlebliss,2 years ago,the perodua has a wrong badge,0,https://youtube.com/watch?v=lWlan_59zfI
@erostyler6226,2 years ago,"Where is the spare tire, sir?",0,https://youtube.com/watch?v=lWlan_59zfI
@imbase6893,2 years ago,you forgot to press the horn,0,https://youtube.com/watch?v=lWlan_59zfI
@Hypercars-y7d,2 years ago,For Me I Prefer With Thailand Specs Because Has More Real Ambient light And Red Leather Seats Than The Ugly Black Colour And Tiny Ambient Light.,2,https://youtube.com/watch?v=lWlan_59zfI
@OatKrunch88,2 years ago,Perodua vios,0,https://youtube.com/watch?v=lWlan_59zfI
@MUHAMMADAFWANBINJAMILKHAIR,2 years ago,Ehh Nice laa this new Vios 2023,0,https://youtube.com/watch?v=lWlan_59zfI
@whutever,2 years ago,Despite touching all the nooks and crannies of the car I'm surprised you didn't even honk at least once.,6,https://youtube.com/watch?v=lWlan_59zfI
@esk4105,2 years ago,"Better than City. Although City is also good, but reliability, design, safety features, technology can’t beat Vios. Even performance between City and Vios around same now. Vios come with blind spot monitor, rear cross traffic alert and 360 degree camera but City don’t have",50,https://youtube.com/watch?v=lWlan_59zfI
@engshuoxi3496,2 years ago,Full of perodua feels 😂,10,https://youtube.com/watch?v=lWlan_59zfI
@Sandro-hp1ji,2 years ago,What an ugly Toyota,0,https://youtube.com/watch?v=lWlan_59zfI
@Leong810,2 years ago,All new myvi sedan🤣,0,https://youtube.com/watch?v=lWlan_59zfI
@faizalazman6883,2 years ago,belakang nmpak mcm saga baru tu😂😂,2,https://youtube.com/watch?v=lWlan_59zfI
@idawan09,2 years ago,"Ok no regrets with this vios, already bought new Alza av with almost same features 😅",5,https://youtube.com/watch?v=lWlan_59zfI
@Autophiles,2 years ago,betul,0,https://youtube.com/watch?v=lWlan_59zfI
@putravev,2 years ago (edited),"Same je bang dgn previos vios....byk share part dgn daihatsu perodua....even enjin 2nrfe tu perodua gak yg supply..haha😂😂

""Perodua Now Supplies 1.5-litre 2NR-FE Dual VVT-i Engines For The Toyota Vios - november 2016

Google la",0,https://youtube.com/watch?v=lWlan_59zfI
@Khaiz99,1 year ago," @putravev yesh hahahahahah, kilang dekat sendayan",0,https://youtube.com/watch?v=lWlan_59zfI
@komatsusakura,1 year ago,no more tey give u a repair kit,1,https://youtube.com/watch?v=lWlan_59zfI
@esk4105,2 years ago,This is Toyota Vios,0,https://youtube.com/watch?v=lWlan_59zfI
@OatKrunch88,1 year ago (edited), @esk4105 it’s a sarcastic jokes since most of the parts are using perodua parts like steering and speedometer can be seen the same as the axis high spec,0,https://youtube.com/watch?v=lWlan_59zfI
@Khaiz99,1 year ago, @esk4105 slow la u nk faham lol 😂,0,https://youtube.com/watch?v=lWlan_59zfI
@Autophiles,2 years ago,it's not polite,2,https://youtube.com/watch?v=lWlan_59zfI
@salopaindahouz,2 years ago,​ @Autophiles  you're in the middle of nowhere,2,https://youtube.com/watch?v=lWlan_59zfI
@OatKrunch88,2 years ago,Folding seats and spare tyre where ah?,6,https://youtube.com/watch?v=lWlan_59zfI
@esk4105,2 years ago,"Civic FC also no folding seats but yet many people also buy Civic FC which don’t care about that. Besides that, you can use type repair kit for this new Vios, can settle mah",21,https://youtube.com/watch?v=lWlan_59zfI
@fiqrimanssor2558,2 years ago (edited), @esk4105 City RS also dont provide spare tyre… only repair kits…,11,https://youtube.com/watch?v=lWlan_59zfI
@feliciachew2883,2 years ago (edited)," @OatKrunch88 they took away spare tyres to decrease the total weight of the car in order to have a better saving fuel performance, and the tool kit which they prepared are also very good for women which are not capable in changing tyres",2,https://youtube.com/watch?v=lWlan_59zfI
@Khaiz99,1 year ago,Hp city and torque more lagi dekat city bro even both same segment and engine capacity,1,https://youtube.com/watch?v=lWlan_59zfI
@muhammadhafizuddinmuzafar8452,9 months ago,​ @OatKrunch88 pentaksub honda kena bash ke tu?,0,https://youtube.com/watch?v=lWlan_59zfI
@muhammadhafizuddinmuzafar8452,9 months ago,​ @OatKrunch88  pentaksub honda kena bash ke tu?,0,https://youtube.com/watch?v=lWlan_59zfI
@AbsoluteTartarus98,7 months ago,proton s70 destroyed city and perodua bios,0,https://youtube.com/watch?v=lWlan_59zfI
@pathofislam8677,6 months ago,2025 got spare tyre brader​ @OatKrunch88 ,0,https://youtube.com/watch?v=lWlan_59zfI
@BrandonLee-ls1oo,2 years ago,But under Toyota,1,https://youtube.com/watch?v=lWlan_59zfI
@Khaiz99,1 year ago," @BrandonLee-ls1oo perodua/toyata/daihatsu sama je bro, fyi, vios/yaris assemble dekat kilang perodua jugak lol 😂",0,https://youtube.com/watch?v=lWlan_59zfI
@komatsusakura,1 year ago,cousins,0,https://youtube.com/watch?v=lWlan_59zfI
@komatsusakura,1 year ago,"Try the atas one if u have money vios and veloz confirm perodua vios and perodua veloz . Sigh,....",0,https://youtube.com/watch?v=lWlan_59zfI
@komatsusakura,1 year ago, @BrandonLee-ls1oo  daihatsu was bought over by toyota so yes toyota have 63% share in perodua,0,https://youtube.com/watch?v=lWlan_59zfI
@komatsusakura,1 year ago, @Khaiz99  sejak take over banyak yang kena mangsa especially vios and veloz,1,https://youtube.com/watch?v=lWlan_59zfI
@Khaiz99,1 year ago," @komatsusakura  yes, model toyata segment B mmg sama je line up model perodua.",0,https://youtube.com/watch?v=lWlan_59zfI
@esk4105,2 years ago,But slower and can’t beat this new Vios though,11,https://youtube.com/watch?v=lWlan_59zfI
@Khaiz99,1 year ago, @esk4105 hp and torque lebih kurang ja,0,https://youtube.com/watch?v=lWlan_59zfI
@JenXtan,2 years ago,"The signal sound actually have 4 option to change , and the display of the meter also have 3 to change I think",11,https://youtube.com/watch?v=lWlan_59zfI
@srini390,2 years ago,Now toyota copied honda city back and glanza's front 🤣🤣,2,https://youtube.com/watch?v=lWlan_59zfI
@lowuihiung2218,2 years ago,perodua 。。。。hahah,2,https://youtube.com/watch?v=lWlan_59zfI
@MelonPlaygroundGamer750,2 years ago,Sound like perodua startup,4,https://youtube.com/watch?v=lWlan_59zfI
@kuanhowlim996,2 years ago,P2V so cun.,0,https://youtube.com/watch?v=lWlan_59zfI
@stevechannel4728,2 years ago,New Toyota vios g spce 1.5 2023.,0,https://youtube.com/watch?v=lWlan_59zfI
@matjeraie,2 years ago,Bro likes to torture the side mirror.,5,https://youtube.com/watch?v=lWlan_59zfI
@dutz8687,2 years ago,Handsome looking car,14,https://youtube.com/watch?v=lWlan_59zfI
@bryanttx1,2 years ago,Good ASMR video 🤣,1,https://youtube.com/watch?v=lWlan_59zfI
@ShuibAnNasaie,2 years ago,Perodua Vios,6,https://youtube.com/watch?v=lWlan_59zfI
@petemorbius3936,2 years ago,54k soon,0,https://youtube.com/watch?v=lWlan_59zfI
@yanhaowong8760,2 years ago (edited),Ambreight light very ugly,5,https://youtube.com/watch?v=lWlan_59zfI
@transcargoeurotrucksim2,2 years ago,This is the new technology after a long long long time,25,https://youtube.com/watch?v=lWlan_59zfI
@HowtoBasicinIT,2 years ago,I'll prefer the old vios 2019,7,https://youtube.com/watch?v=lWlan_59zfI
@Autophiles,2 years ago,"yup, it's all in the video",0,https://youtube.com/watch?v=lWlan_59zfI
@14bqdonk,2 years ago,But Honda City copy BMW and Saga back? 🤮,3,https://youtube.com/watch?v=lWlan_59zfI
@transcargoeurotrucksim2,2 years ago,"Are you crazy?!! Perodua has NOT made that Toyota Vios Thai export with their Perodua plant at all. Besides, Toyota has created that, NOT Perodua",2,https://youtube.com/watch?v=lWlan_59zfI
@14bqdonk,2 years ago,"cing cong! it's Daihatsu! even those Alza, Axia is mostly Daihatsu",2,https://youtube.com/watch?v=lWlan_59zfI
@esk4105,2 years ago,But looks better than City to be honest,6,https://youtube.com/watch?v=lWlan_59zfI
@MelonPlaygroundGamer750,2 years ago," @esk4105  Yea,You Are Right 👍",0,https://youtube.com/watch?v=lWlan_59zfI
@esk4105,2 years ago,This is new Vios 1.5V,1,https://youtube.com/watch?v=lWlan_59zfI
@Autophiles,2 years ago,Not a lot of side mirrors are programmed to keep trying to go up when they’re at their limit. Had to torture the poor design,1,https://youtube.com/watch?v=lWlan_59zfI
@transcargoeurotrucksim2,2 years ago,"Perodua will NOT make that, are you fooling or something?!",3,https://youtube.com/watch?v=lWlan_59zfI
@keithchai8566,2 years ago,If that makes u feel better..... Go ahead and continue to fool urself 😂,5,https://youtube.com/watch?v=lWlan_59zfI
@shentan9175,2 years ago,"Already showed that designed by daihatsu, still have some stupid ppl said same like perodua. Do some research before comment",3,https://youtube.com/watch?v=lWlan_59zfI
@transcargoeurotrucksim2,2 years ago,​ @keithchai8566  Silence!,0,https://youtube.com/watch?v=lWlan_59zfI
@14bqdonk,2 years ago,"poor ass malaysia be like: ""perodua vios""",0,https://youtube.com/watch?v=lWlan_59zfI
@esk4105,2 years ago, @chin_mifen  But better than City to be honest,1,https://youtube.com/watch?v=lWlan_59zfI
@keithchai8566,2 years ago," @chin_mifen  mazda 2 is outdated for so many years and no safety system but selling at 104k. No one says a thing. In Thailand it is the same dashboard, no one says a thing. Only Malaysian driving saga/axia banyak bising.",3,https://youtube.com/watch?v=lWlan_59zfI
@14bqdonk,2 years ago,In your dream. This is Toyota,0,https://youtube.com/watch?v=lWlan_59zfI
@petemorbius3936,2 years ago (edited)," @14bqdonk  im talking about subscribers,are u dreaming?? toyota so??",0,https://youtube.com/watch?v=lWlan_59zfI
@0408tk,2 years ago,​ @14bqdonk  he means number of this channel subscribers,0,https://youtube.com/watch?v=lWlan_59zfI
@Autophiles,2 years ago,bruh thought you meant RM54K Myvi Sedan coming soon,0,https://youtube.com/watch?v=lWlan_59zfI
@petemorbius3936,2 years ago, @0408tk  hahahha...u know me well:),0,https://youtube.com/watch?v=lWlan_59zfI
@petemorbius3936,2 years ago, @Autophiles  mayb...,0,https://youtube.com/watch?v=lWlan_59zfI
@petemorbius3936,2 years ago,whats ambreight?,2,https://youtube.com/watch?v=lWlan_59zfI
@yanhaowong8760,2 years ago, @petemorbius3936  in the change box,0,https://youtube.com/watch?v=lWlan_59zfI
@petemorbius3936,2 years ago, @yanhaowong8760  u mean ambient light?,1,https://youtube.com/watch?v=lWlan_59zfI
@reversefuture1915,2 years ago,I prefer this vios but each to their own preference 👌🏻,9,https://youtube.com/watch?v=lWlan_59zfI
@0408tk,2 years ago,Can buy it in Carsome,0,https://youtube.com/watch?v=lWlan_59zfI
@keithchai8566,2 years ago,Go ahead drive the old vios. 😂,4,https://youtube.com/watch?v=lWlan_59zfI
@SYAFproductions,2 years ago (edited),"If you don't like this 2023 vios, why would you watch it since you didn't like it?",2,https://youtube.com/watch?v=lWlan_59zfI
@HowtoBasicinIT,2 years ago," @SYAFproductions  Ermm its just my opinion
If you think the new Vios is ok, then its ok la
Not all people does have same opinion",1,https://youtube.com/watch?v=lWlan_59zfI
@HowtoBasicinIT,2 years ago, @keithchai8566  lets go make comparison vios 2019 vs 2023. Which is the top speed hahaah,0,https://youtube.com/watch?v=lWlan_59zfI
@HowtoBasicinIT,2 years ago," @reversefuture1915  agreed with ur statement, love u sir",0,https://youtube.com/watch?v=lWlan_59zfI
@keithchai8566,2 years ago," @HowtoBasicinIT  I stucked in jam in pj 5 days a week. I don't really care bout the top speed. But comfort and nvh is a big thing for me. Plus it looks good, vios 3rd gen looks like some ah beng car came out from 3rd party workshop. Yucks",7,https://youtube.com/watch?v=lWlan_59zfI
@14bqdonk,2 years ago,I prefer all Ford Mustang 👍🏻,0,https://youtube.com/watch?v=lWlan_59zfI
@esk4105,2 years ago, @14bqdonk  Can’t compare between this and Ford Mustang as both are different segment,1,https://youtube.com/watch?v=lWlan_59zfI
@esk4105,2 years ago,"If you don’t like this new Vios while keeping your old Vios, it’s fine. No one will force you. Btw, people wants new car with reliability, more features, safety, comfort and technology like this new Vios than old Vios one",4,https://youtube.com/watch?v=lWlan_59zfI
@faisalvans,10 months ago,I prefer 2018 vios. Keli,0,https://youtube.com/watch?v=lWlan_59zfI
@ns.gunawanprasetyo.s.kep.6693,4 months ago,"Reviewanya, berkarisMa suaraNe...",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@adhityapanjiasmoro5848,2 years ago,https://youtube.com/shorts/A0vmZQL42Zw?feature=share,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@duhek9322,2 years ago,seat belakang boieh dilipatkah?,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@afrianyudhayubeat6127,2 years ago,Suruh potong kuku dulu,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@ReaperSideGaming,2 years ago,"Cuman stop lamp nya aja yang ga gw suka, selebihnya mantap dan keren !",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@YATSUP,2 years ago,aga diulang diulang ya ges ya pembicaraanya.,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@mazizmarzuqi1720,2 years ago,Cocok untuk anak kecil sahaja duduk di belakang.,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@gahphotobooth4822,2 years ago,Kuku nya d potong,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@andiirawan3421,2 years ago,Jangan lupa potong kuku bg😅,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@muhammadjuliofarizky1388,2 years ago,"Gw malah pengen beli cash,bukan nyicil",0,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,boleh nih modelnya,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,ganteng banget nih,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@sanjoyopurnomo6096,2 years ago,naksir bange klo gini,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@aldirivaldi9861,2 years ago,naksir bange klo gini,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@aldirivaldi9861,2 years ago,fix bakalan irit,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@aldirivaldi9861,2 years ago,boleh nih modelnya,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@aldirivaldi9861,2 years ago,ganteng banget nih,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@aldirivaldi9861,2 years ago,dibandig city mending ini sih guaa,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@ridwanmulyana6869,2 years ago,Desainnya buruk 👎,1,https://youtube.com/watch?v=qWbTS6lwOnQ
@fahrezanabilpratama7294,2 years ago,Shalawatin dulu,0,https://youtube.com/watch?v=qWbTS6lwOnQ
@alimaradani1065,2 years ago,Ditunggu versi limonya 😀,0,https://youtube.com/watch?v=qWbTS6lwOnQ
