username,waktu,teks_komentar,jumlah_likes,sumber_video,komentar_bersih
@caldkein49,8 months ago,Varian vios di malaysia ada wireless charging di dlm arm rest dpn🗿,0,https://youtube.com/watch?v=FDU3zV2_n04,varian vios di malaysia ada wireless charging di dlm arm rest dpn🗿
@tiknoanton4035,8 months ago,Menjadi takdir dan sdh sunatuloh. Klu orang pakai vios bukan dt bekasnya tci  pasti  dbilang bekas  mantan.. derita luu,0,https://youtube.com/watch?v=FDU3zV2_n04,menjadi takdir dan sdh sunatuloh. klu orang pakai vios bukan dt bekasnya tci  pasti  dbilang bekas  mantan.. derita luu
@Wahyu98nada,8 months ago,"Rencana mau beli gen 3 tp modif gen 4/5/ke lexus ,pintu modif lambo dor..",0,https://youtube.com/watch?v=FDU3zV2_n04,"rencana mau beli gen 3 tp modif gen 4/5/ke lexus ,pintu modif lambo dor.."
@ubayduri,9 months ago (edited),Kenapa tipe G malah ga dapet ducktail kya tipe E? bukannya tipe G lebih tinggi dari E yah?,0,https://youtube.com/watch?v=FDU3zV2_n04,kenapa tipe g malah ga dapet ducktail kya tipe e? bukannya tipe g lebih tinggi dari e yah?
@ramafauzi1374,9 months ago,Kalo ada versi wagon bakal keren nih,0,https://youtube.com/watch?v=FDU3zV2_n04,kalo ada versi wagon bakal keren nih
@bambangJuli-j7o,9 months ago,La gini om aq suka kalo. Gakpake topeng aq supkrep,0,https://youtube.com/watch?v=FDU3zV2_n04,la gini om aq suka kalo. gakpake topeng aq supkrep
@Yang_Mulia,9 months ago,"padahal naksir sama vios gen4 ini, pas liat reviewnya kecewa karna OM MOBI MANA ?!!!! OM MOBI REVIEW ULANG LAH PLEASE 🙏",0,https://youtube.com/watch?v=FDU3zV2_n04,"padahal naksir sama vios gen4 ini, pas liat reviewnya kecewa karna om mobi mana ?!!!! om mobi review ulang lah please 🙏"
@palyauma,10 months ago,ganteng juga ya Vios sekarang,0,https://youtube.com/watch?v=FDU3zV2_n04,ganteng juga ya vios sekarang
@xripple7111,10 months ago,"apakah kalau beli di 2024 sekaranhg , untuk unit nya dapat yg 2022",0,https://youtube.com/watch?v=FDU3zV2_n04,"apakah kalau beli di 2024 sekaranhg , untuk unit nya dapat yg 2022"
@asmadivivo-sh6uk,10 months ago,Ini sagat bagus tapih kadang harganya kemahalan,0,https://youtube.com/watch?v=FDU3zV2_n04,ini sagat bagus tapih kadang harganya kemahalan
@ryusei_llenn8276,2 months ago,"Pasar sedan emang makin ke sini makin berkurang bang, trennya udah ganti ke SUV atau Crossover.",0,https://youtube.com/watch?v=FDU3zV2_n04,"pasar sedan emang makin ke sini makin berkurang bang, trennya udah ganti ke suv atau crossover."
@AhhahwhwGagwggw,5 months ago,"Betul bnget, justru pemakai LCGC Byk yg gengsi,pdhl LCGC it mobil murah n tenaga loyo 😂😂",0,https://youtube.com/watch?v=FDU3zV2_n04,"betul bnget, justru pemakai lcgc byk yg gengsi,pdhl lcgc it mobil murah n tenaga loyo 😂😂"
@shobirinshobirin958,1 year ago,Besuk dipakai taksi online....... 😂😂😂,0,https://youtube.com/watch?v=FDU3zV2_n04,besuk dipakai taksi online....... 😂😂😂
@ariffuddin7587,1 year ago,Brp cc ini ?,0,https://youtube.com/watch?v=FDU3zV2_n04,brp cc ini ?
@sakti0707,1 year ago,Enak mana dengan honda city,0,https://youtube.com/watch?v=FDU3zV2_n04,enak mana dengan honda city
@muhammadramdhan1725,1 year ago,"kerenn vios yang sekarang, semoga bisa punya yang warna item 🥹",0,https://youtube.com/watch?v=FDU3zV2_n04,"kerenn vios yang sekarang, semoga bisa punya yang warna item 🥹"
@rezagresly7815,1 year ago,Yg ini generasi ke 5 bukan 4 soalnya ada yang mirip yaris cuma sedan 😬😬,0,https://youtube.com/watch?v=FDU3zV2_n04,yg ini generasi ke 5 bukan 4 soalnya ada yang mirip yaris cuma sedan 😬😬
@salmangrab8841,1 year ago,Om.mobi sdh buka topeng too.....xixixix,1,https://youtube.com/watch?v=FDU3zV2_n04,om.mobi sdh buka topeng too.....xixixix
@Haisartika,1 year ago,justru enak yg d pake taxi ...efisien dlm segalanya,0,https://youtube.com/watch?v=FDU3zV2_n04,justru enak yg d pake taxi ...efisien dlm segalanya
@bulanhyden2681,1 year ago,Ini sama hrv bgus mana,0,https://youtube.com/watch?v=FDU3zV2_n04,ini sama hrv bgus mana
@kampaskering,1 year ago,"Sorry om vios gen 4 itu yg modelnya kyk yaris joker, ini gen 5 harusnya",0,https://youtube.com/watch?v=FDU3zV2_n04,"sorry om vios gen 4 itu yg modelnya kyk yaris joker, ini gen 5 harusnya"
@yantosujarwo6082,1 year ago,Itu yang gen 3 ex taxi emak saya kalo lebaran barang2 se dapur masuk semua saking gede nya,0,https://youtube.com/watch?v=FDU3zV2_n04,itu yang gen 3 ex taxi emak saya kalo lebaran barang2 se dapur masuk semua saking gede nya
@fawwazalilmi9272,1 year ago,Dasboard sama samping belakangnya mirip accord,0,https://youtube.com/watch?v=FDU3zV2_n04,dasboard sama samping belakangnya mirip accord
@MatBensinX,1 year ago,Kocak sunvisor nya kaya kebalik yg ada mirror nya malah yg kanan😂,0,https://youtube.com/watch?v=FDU3zV2_n04,kocak sunvisor nya kaya kebalik yg ada mirror nya malah yg kanan😂
@faeyzatoys1448,1 year ago,"bagus,ban serep didalam,lebih terjaga,dripada di kolong kotor",0,https://youtube.com/watch?v=FDU3zV2_n04,"bagus,ban serep didalam,lebih terjaga,dripada di kolong kotor"
@argoseto2105,1 year ago (edited),Om mobi review Honda AFRELA,0,https://youtube.com/watch?v=FDU3zV2_n04,om mobi review honda afrela
@prengesprenges2364,1 year ago,"mungkin kalo namanya bukan vios orang ngga kepikiran kayak mobil buat taksi, karena dari dulu lihat vios untuk armada taksi",0,https://youtube.com/watch?v=FDU3zV2_n04,"mungkin kalo namanya bukan vios orang ngga kepikiran kayak mobil buat taksi, karena dari dulu lihat vios untuk armada taksi"
@muhammadabdillahikhtasyabi9662,1 year ago,Headrestnya nyambung itu,0,https://youtube.com/watch?v=FDU3zV2_n04,headrestnya nyambung itu
@TVCI_3654,1 year ago,"TYPE VIOS DI INDONESIA

Generasi 1 ( 2003 - 2007 )
- Type G Face Live
- Type G 
- Type E
- Limo

Generasi 2 ( 2007 - 2013 )
- TRD Supertivo ( Limited Edition )
- Type G
- Type E
- Limo

Generasi 3 ( 2013 - 2018 )
- TRD Supertivo ( Limited Edition )
- Type G
- Type E
- Limo

Generasi 4 Joker ( 2018 - 2023 )
- Type G
- Type E

Generasi 5 ( 2023 - Sekarang )
- Type G
- Type E",1,https://youtube.com/watch?v=FDU3zV2_n04,"type vios di indonesia

generasi 1 ( 2003 - 2007 )
- type g face live
- type g 
- type e
- limo

generasi 2 ( 2007 - 2013 )
- trd supertivo ( limited edition )
- type g
- type e
- limo

generasi 3 ( 2013 - 2018 )
- trd supertivo ( limited edition )
- type g
- type e
- limo

generasi 4 joker ( 2018 - 2023 )
- type g
- type e

generasi 5 ( 2023 - sekarang )
- type g
- type e"
@FahiraNazwa-f7d,1 year ago,Saya pakai vios udh lmyan lama irit bandel dan hemat prawatan . Ga jadi maslah walopun d bilang taxi toh yang penting pungsinya. Vios punya jazz punya brio adda tinggl pakai tp vios yg sering d pakai,0,https://youtube.com/watch?v=FDU3zV2_n04,saya pakai vios udh lmyan lama irit bandel dan hemat prawatan . ga jadi maslah walopun d bilang taxi toh yang penting pungsinya. vios punya jazz punya brio adda tinggl pakai tp vios yg sering d pakai
@TeguhSony,1 year ago,Mamangx + gemuk sedangkan bozx + kurus,0,https://youtube.com/watch?v=FDU3zV2_n04,mamangx + gemuk sedangkan bozx + kurus
@IslamHusain-2971,1 year ago,Seperti Biasaaaa pelit fitur nya toyota ...😂😂😂smuanya kd biasa biasa aja jadinya...harga sama mahalnya dgn mobil yg sekelas dgn fitur lebih banyak....😂😂😂😂,0,https://youtube.com/watch?v=FDU3zV2_n04,seperti biasaaaa pelit fitur nya toyota ...😂😂😂smuanya kd biasa biasa aja jadinya...harga sama mahalnya dgn mobil yg sekelas dgn fitur lebih banyak....😂😂😂😂
@Fadlyhabsy,10 months ago,1.5 cc kayaknya,0,https://youtube.com/watch?v=FDU3zV2_n04,1.5 cc kayaknya
@yudharvian,1 year ago,Setirnya sama kayak agya jg gk sih?,0,https://youtube.com/watch?v=FDU3zV2_n04,setirnya sama kayak agya jg gk sih?
@mulyadi9192,1 year ago,"Generasi ke 5 om, ada generasi yang kelongkap",0,https://youtube.com/watch?v=FDU3zV2_n04,"generasi ke 5 om, ada generasi yang kelongkap"
@fauzanerdandy2189,1 year ago,Lampu rear nya kek hrv😅,0,https://youtube.com/watch?v=FDU3zV2_n04,lampu rear nya kek hrv😅
@UlihGrito,1 year ago,"Saya suka om mobi kalo review mobil, kayak gak bosen gitu nonton nya dari awal sampe akhir. Tapi kenapa sekarang malah di ganti mamang ini. Yang menurut saya membosankan banget.",0,https://youtube.com/watch?v=FDU3zV2_n04,"saya suka om mobi kalo review mobil, kayak gak bosen gitu nonton nya dari awal sampe akhir. tapi kenapa sekarang malah di ganti mamang ini. yang menurut saya membosankan banget."
@BriscoRusly,1 year ago,11:07 selalu jd hal yg menyenangkan saat tahu di mobil yg kita kendarai setirnya bisa disetel teleskopik.,2,https://youtube.com/watch?v=FDU3zV2_n04,11:07 selalu jd hal yg menyenangkan saat tahu di mobil yg kita kendarai setirnya bisa disetel teleskopik.
@vicky_vicks,1 year ago,Vios. GR sport,0,https://youtube.com/watch?v=FDU3zV2_n04,vios. gr sport
@BrandalLan-v8k,1 year ago,duuuh males pake sedan,0,https://youtube.com/watch?v=FDU3zV2_n04,duuuh males pake sedan
@ricardoricardo2199,1 year ago,"Kalo selera saya, style eksterior nya lebih gagah Vios Gen 3. Untuk yang terbaru Gen 4 eksteriornya terkesan kurang halus  bahannya.  Makanya saya tetap bertahan pake Gen 3.",4,https://youtube.com/watch?v=FDU3zV2_n04,"kalo selera saya, style eksterior nya lebih gagah vios gen 3. untuk yang terbaru gen 4 eksteriornya terkesan kurang halus  bahannya.  makanya saya tetap bertahan pake gen 3."
@pronto_rusuh,1 year ago (edited),"Mungkin avanzanya di bikin taksi. Sedannya apa donk. 

Toyota salah satu ramah buat rental, perusahaan taksi, online",1,https://youtube.com/watch?v=FDU3zV2_n04,"mungkin avanzanya di bikin taksi. sedannya apa donk. 

toyota salah satu ramah buat rental, perusahaan taksi, online"
@velixprasetyo8876,1 year ago,Gen 4 Klewat,0,https://youtube.com/watch?v=FDU3zV2_n04,gen 4 klewat
@matthunter9562,2 years ago,Mirip2 Audi A6 jadul eksteriornya … 😂😂😂,0,https://youtube.com/watch?v=FDU3zV2_n04,mirip2 audi a6 jadul eksteriornya … 😂😂😂
@nenibattye,2 years ago,"Pas puter balik masih kaku ga? Yg gen 3 kan mentok terus, mesti mundur dulu kalo puter balik",0,https://youtube.com/watch?v=FDU3zV2_n04,"pas puter balik masih kaku ga? yg gen 3 kan mentok terus, mesti mundur dulu kalo puter balik"
@gdembun3750,2 years ago,Aslinya sebenernya vios inj menjadi generasi ke 6 karena toyota membuat vios joker (gen4) dan vios generasi ke 5 sudah memiliki transmisi cvt dengan mesin 2NR-FE...,6,https://youtube.com/watch?v=FDU3zV2_n04,aslinya sebenernya vios inj menjadi generasi ke 6 karena toyota membuat vios joker (gen4) dan vios generasi ke 5 sudah memiliki transmisi cvt dengan mesin 2nr-fe...
@YoutuberGedeMilik,2 years ago,reqwest review vios tipe G gen 1 om 🙏🏼🙏🏼🙏🏼,0,https://youtube.com/watch?v=FDU3zV2_n04,reqwest review vios tipe g gen 1 om 🙏🏼🙏🏼🙏🏼
@f.dexprezzzsurabaya7609,2 years ago,Vios itu sebagai pengganti soluna. Dan yang bikin redup karena ada taxi. Bahkan limo bekas taxi sampai ada yg upgrade ke vios. Jadi fisiknya itu lah yg buat pembeli bekas yg ingin vios ragu karena ini taxi atau originalnya,0,https://youtube.com/watch?v=FDU3zV2_n04,vios itu sebagai pengganti soluna. dan yang bikin redup karena ada taxi. bahkan limo bekas taxi sampai ada yg upgrade ke vios. jadi fisiknya itu lah yg buat pembeli bekas yg ingin vios ragu karena ini taxi atau originalnya
@hanan534,2 years ago,Kita tunggu 2050 apakah akan menjadi ek taxi lagi😂😂,0,https://youtube.com/watch?v=FDU3zV2_n04,kita tunggu 2050 apakah akan menjadi ek taxi lagi😂😂
@MGP2006,2 years ago (edited),Mobil sedan terbaru 2023 rekomendasi untuk perempuan kalau tau komentar ya,0,https://youtube.com/watch?v=FDU3zV2_n04,mobil sedan terbaru 2023 rekomendasi untuk perempuan kalau tau komentar ya
@kadekdewik7661,2 years ago,Ya om vios gak ada taksi sekarang tapi sudah memlih 7 kursi jarang sedan kalau pun sedan palingan mercedes atau camry .,0,https://youtube.com/watch?v=FDU3zV2_n04,ya om vios gak ada taksi sekarang tapi sudah memlih 7 kursi jarang sedan kalau pun sedan palingan mercedes atau camry .
@dhanaardwistia9319,2 years ago,bukannya vios ini generasi ke 5 y om? gen 4 ada lg yg mukanya mirip sama ky yaris terakhir,0,https://youtube.com/watch?v=FDU3zV2_n04,bukannya vios ini generasi ke 5 y om? gen 4 ada lg yg mukanya mirip sama ky yaris terakhir
@hanifyusrian3254,2 years ago,"Rasa sayang bgt sih di atas 300 juta masih rada kurang, boleh buatan Daihatsu tapi jangan nunjukin ciri khas Daihatsu nya lah😂.",0,https://youtube.com/watch?v=FDU3zV2_n04,"rasa sayang bgt sih di atas 300 juta masih rada kurang, boleh buatan daihatsu tapi jangan nunjukin ciri khas daihatsu nya lah😂."
@alvintanimin9218,1 year ago (edited),"Lah ini versi sedannya bos dari Avanza 🤣🤣🤣🤣

Vios ini platformnya DNGA sekarang bukan TNGA, jadi dari mesin sampe CVT apalagi sasis ya sama dengan Avanza 😂😂😂

Apalagi Interior Dashboard dan Speedonya bahasanya persis Avanza Agya Raize Veloz 😂😂😂 jangan kaget kalo lihat interior Yaris Cross malah lebih mirip kemana

Kalo versi TNGA adanya di Altis krn mahal",0,https://youtube.com/watch?v=FDU3zV2_n04,"lah ini versi sedannya bos dari avanza 🤣🤣🤣🤣

vios ini platformnya dnga sekarang bukan tnga, jadi dari mesin sampe cvt apalagi sasis ya sama dengan avanza 😂😂😂

apalagi interior dashboard dan speedonya bahasanya persis avanza agya raize veloz 😂😂😂 jangan kaget kalo lihat interior yaris cross malah lebih mirip kemana

kalo versi tnga adanya di altis krn mahal"
